Duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
4.58257569495584,0,8.88178419700125e-16,-1.93816420900099e-16,0.207826562129517,-0.0680272108843539,0.00593790177512906,0,0,0,2.22044604925031e-16,-4.84541052250248e-17,0.0519566405323792,-0.0170068027210885,0.00148447544378226,0,0,0,4.44089209850063e-16,-9.69082104500496e-17,0.103913281064758,-0.0340136054421769,0.00296895088756453,0,0,0,0,0,0,0,0,0,0
2.82842712474619,2,5.20282872453231e-16,-6.2803698347351e-16,0.441941738241593,-0.234375,0.0331456303681194,0,0,0.5,5.20282872453231e-16,-6.2803698347351e-16,0.441941738241593,-0.234375,0.0331456303681194,0,0,1,0,-0,0,0,-0,0,0,0,0,0,0,0,0,0,0
3.16227766016838,3,-5.88220725611048e-17,-7.0216669371534e-17,0.15811388300842,-0.0750000000000004,0.00948683298050519,0,0,1.5,-4.17601839211287e-16,8.42600032458408e-16,0.474341649025259,-0.225000000000001,0.0284604989415156,0,0,1,0,-0,0,0,-0,0,0,0,0,0,0,0,0,0,0
3.16227766016838,3.5,5.88220725611048e-17,7.0216669371534e-17,-0.15811388300842,0.0750000000000004,-0.00948683298050519,0,0,3,-4.17601839211287e-16,8.42600032458408e-16,0.474341649025259,-0.225000000000001,0.0284604989415156,0,0,1,0,-0,0,0,-0,0,0,0,0,0,0,0,0,0,0
5.09901951359278,3,-6.96744475938914e-16,-0,-0.188573206863639,0.0554733727810651,-0.00435168938916089,0,0,4.5,2.22044604925031e-16,-4.35465297461821e-17,0.0377146413727277,-0.011094674556213,0.000870337877832179,0,0,1,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.82842712474619,0.5,5.20282872453231e-16,-6.2803698347351e-16,0.441941738241593,-0.234375,0.0331456303681194,0,0,5,-5.20282872453231e-16,6.2803698347351e-16,-0.441941738241593,0.234375,-0.0331456303681194,0,0,1,0,-0,0,0,-0,0,0,0,0,0,0,0,0,0,0
2.82842712474619,1.5,-5.20282872453231e-16,6.2803698347351e-16,-0.441941738241593,0.234375,-0.0331456303681194,0,0,4,-5.20282872453231e-16,6.2803698347351e-16,-0.441941738241593,0.234375,-0.0331456303681194,0,0,1,0,-0,0,0,-0,0,0,0,0,0,0,0,0,0,0
2.82842712474619,0.5,5.20282872453231e-16,-6.2803698347351e-16,0.441941738241593,-0.234375,0.0331456303681194,0,0,3,-5.20282872453231e-16,6.2803698347351e-16,-0.441941738241593,0.234375,-0.0331456303681194,0,0,1,0,-0,0,0,-0,0,0,0,0,0,0,0,0,0,0
3.60555127546399,1.5,0,-0,-0.320019343976093,0.133136094674556,-0.0147701235681273,0,0,2,1.45750601521832e-16,3.69504557768005e-16,-0.213346229317395,0.0887573964497038,-0.00984674904541823,0,0,1,0,-0,0,0,-0,0,0,0,0,0,0,0,0,0,0
2.82842712474619,0,0,-0,0,0,-0,0,0,1,-5.20282872453231e-16,6.2803698347351e-16,-0.441941738241593,0.234375,-0.0331456303681194,0,0,1,-5.20282872453231e-16,6.2803698347351e-16,-0.441941738241593,0.234375,-0.0331456303681194,0,0,0,0,0,0,0,0,0,0
