Duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
1.30899693899575,1,1.06018489382117e-17,-0.045,-2.23360522954042e-06,0.000342633297059014,-3.93971157649364e-06,0,0,0,0.3,0,-0.00450037948223477,7.73628418852845e-07,1.98062675959693e-05,0,0,0.5,0,0,0,-0,-0,0,0,1.5707963267949,-1.3570366640911e-15,0,1.75083005333961,-2.00630345402049,0.613081175135431,0,0
1.30899693899575,0.923879532511287,-0.114805029709527,-0.0415745789630079,0.00172015708505217,0.000316255835530512,-1.1219349355346e-05,0,0,0.38268343236509,0.277163859753386,-0.017220754456429,-0.00415866325588671,0.000131834825623589,1.67909428985761e-05,0,0,0.5,0,0,0,-0,-0,0,0,1.96349540849362,-1.69629583011388e-15,0,1.7508300533396,-2.00630345402048,0.61308117513543,0,0
1.30899693899575,0.707106781186548,-0.212132034355964,-0.0318198051533946,0.00318066945239681,0.000241731289909511,-1.6790942898721e-05,0,0,0.707106781186547,0.212132034355964,-0.0318198051533946,-0.00318382824720508,0.000242825365711558,1.12193493555284e-05,0,0,0.5,0,0,0,-0,-0,0,0,2.35619449019234,0,0,1.7508300533396,-2.00630345402048,0.613081175135431,0,0
1.30899693899575,0.38268343236509,-0.277163859753386,-0.017220754456429,0.0041569537284547,0.000130405346699126,-1.98062675959698e-05,0,0,0.923879532511287,0.114805029709527,-0.0415745789630079,-0.00172428424936228,0.000316847945088354,3.93971157645575e-06,0,0,0.5,0,0,0,-0,-0,0,0,2.74889357189107,0,0,1.7508300533396,-2.00630345402048,0.613081175135431,0,0
1.30899693899575,6.12323399573677e-17,-0.3,-2.75545529808154e-18,0.00450037948223477,-7.7362841885902e-07,-1.98062675959675e-05,0,0,1,3.18055468146352e-17,-0.045,-2.23360522964577e-06,0.000342633297059132,-3.93971157652909e-06,0,0,0.5,0,0,0,-0,-0,0,0,3.14159265358979,0,0,1.7508300533396,-2.00630345402048,0.613081175135431,0,0
1.30899693899575,-0.38268343236509,-0.277163859753386,0.017220754456429,0.00415866325588638,-0.000131834825623218,-1.67909428986895e-05,0,0,0.923879532511287,-0.114805029709527,-0.0415745789630079,0.00172015708505212,0.000316255835530562,-1.12193493553602e-05,0,0,0.5,0,0,0,-0,-0,0,0,-2.74889357189107,0,0,1.7508300533396,-2.00630345402048,0.613081175135431,0,0
1.30899693899575,-0.707106781186547,-0.212132034355964,0.0318198051533946,0.00318382824720514,-0.000242825365711644,-1.12193493555e-05,0,0,0.707106781186548,-0.212132034355964,-0.0318198051533946,0.00318066945239714,0.000241731289909144,-1.67909428986093e-05,0,0,0.5,0,0,0,-0,-0,0,0,-2.35619449019234,-1.69629583011388e-15,0,1.7508300533396,-2.00630345402048,0.61308117513543,0,0
1.30899693899575,-0.923879532511287,-0.114805029709527,0.0415745789630079,0.00172428424936241,-0.000316847945088496,-3.93971157641321e-06,0,0,0.38268343236509,-0.277163859753386,-0.017220754456429,0.00415695372845471,0.000130405346699124,-1.98062675959698e-05,0,0,0.5,0,0,0,-0,-0,0,0,-1.96349540849362,0,0,1.7508300533396,-2.00630345402048,0.613081175135431,0,0
1.30899693899575,-1,-4.24073957528469e-17,0.045,2.23360522924058e-06,-0.000342633297058668,3.93971157638729e-06,0,0,1.22464679914735e-16,-0.3,-5.51091059616309e-18,0.00450037948223478,-7.73628418860567e-07,-1.98062675959675e-05,0,0,0.5,0,0,0,-0,-0,0,0,-1.5707963267949,0,0,1.7508300533396,-2.00630345402048,0.613081175135431,0,0
1.30899693899575,-0.923879532511287,0.114805029709527,0.0415745789630079,-0.00172015708505206,-0.000316255835530618,1.12193493553771e-05,0,0,-0.38268343236509,-0.277163859753386,0.017220754456429,0.00415866325588635,-0.000131834825623206,-1.67909428986895e-05,0,0,0.5,0,0,0,-0,-0,0,0,-1.17809724509617,0,0,1.7508300533396,-2.00630345402048,0.613081175135431,0,0
1.30899693899575,-0.707106781186548,0.212132034355964,0.0318198051533946,-0.00318066945239833,-0.000241731289907833,1.67909428982185e-05,0,0,-0.707106781186547,-0.212132034355964,0.0318198051533946,0.00318382824720675,-0.000242825365713515,-1.12193493549248e-05,0,0,0.5,0,0,0,-0,-0,0,0,-0.785398163397449,-1.3570366640911e-15,0,1.7508300533396,-2.00630345402048,0.61308117513543,0,0
1.30899693899575,-0.38268343236509,0.277163859753386,0.0172207544564291,-0.00415695372845275,-0.000130405346701339,1.98062675966407e-05,0,0,-0.923879532511287,-0.114805029709527,0.0415745789630079,0.00172428424936192,-0.000316847945087873,-3.9397115766124e-06,0,0,0.5,0,0,0,-0,-0,0,0,-0.392699081698725,-2.03555499613665e-15,0,1.75083005333961,-2.00630345402049,0.613081175135431,0,0
1.30899693899575,-1.83697019872103e-16,0.3,8.26636589424463e-18,-0.00450037948223304,7.73628416848918e-07,1.98062675965852e-05,0,0,-1,-6.36110936292703e-17,0.045,2.23360523005273e-06,-0.000342633297059544,3.9397115766463e-06,0,0,0.5,0,0,0,-0,-0,0,0,-1.83697019872103e-16,-1.3570366640911e-15,0,1.75083005333961,-2.00630345402049,0.613081175135431,0,0
1.30899693899575,0.38268343236509,0.277163859753386,-0.017220754456429,-0.00415866325588807,0.000131834825625208,1.67909428980736e-05,0,0,-0.923879532511287,0.114805029709527,0.0415745789630079,-0.0017201570850533,-0.000316255835529257,1.12193493549694e-05,0,0,0.5,0,0,0,-0,-0,0,0,0.392699081698724,6.7851833204555e-16,0,1.7508300533396,-2.00630345402048,0.61308117513543,0,0
1.30899693899575,0.707106781186547,0.212132034355964,-0.0318198051533946,-0.00318382824720632,0.000242825365713017,1.12193493550773e-05,0,0,-0.707106781186548,0.212132034355964,0.0318198051533946,-0.0031806694523984,-0.000241731289907747,1.67909428981901e-05,0,0,0.5,0,0,0,-0,-0,0,0,0.785398163397448,-1.3570366640911e-15,0,1.7508300533396,-2.00630345402048,0.61308117513543,0,0
1.30899693899575,0.923879532511287,0.114805029709527,-0.0415745789630079,-0.00172428424936202,0.000316847945087987,3.93971157657695e-06,0,0,-0.38268343236509,0.277163859753386,0.0172207544564291,-0.00415695372845274,-0.000130405346701343,1.98062675966424e-05,0,0,0.5,0,0,0,-0,-0,0,0,1.17809724509617,-1.3570366640911e-15,0,1.75083005333961,-2.00630345402049,0.613081175135431,0,0
